%             x              y              z       Ishigami 
  -2.717674422    1.361550636   -3.059615011    2.681978161 
  -2.134426306    1.361550636   -3.059615011   -1.555155788 
  -1.361550636    1.361550636   -3.059615011   -2.852370222 
 -0.4677021346    1.361550636   -3.059615011    2.296314775 
  0.4677021346    1.361550636   -3.059615011    11.09960662 
   1.361550636    1.361550636   -3.059615011    16.24829161 
   2.134426306    1.361550636   -3.059615011    14.95107718 
   2.717674422    1.361550636   -3.059615011    10.71394323 
   3.059615011    1.361550636   -3.059615011     7.49743595 
  -3.059615011    2.134426306   -3.059615011    4.202501904 
  -2.717674422    2.134426306   -3.059615011   0.9859946227 
  -2.134426306    2.134426306   -3.059615011   -3.251139327 
  -1.361550636    2.134426306   -3.059615011    -4.54835376 
 -0.4677021346    2.134426306   -3.059615011    0.600331236 
  0.4677021346    2.134426306   -3.059615011     9.40362308 
   1.361550636    2.134426306   -3.059615011    14.55230808 
   2.134426306    2.134426306   -3.059615011    13.25509364 
   2.717674422    2.134426306   -3.059615011    9.017959693 
   3.059615011    2.134426306   -3.059615011    5.801452411 
  -3.059615011    2.717674422   -3.059615011   0.3849001659 
  -2.717674422    2.717674422   -3.059615011   -2.831607116 
  -2.134426306    2.717674422   -3.059615011   -7.068741065 
  -1.361550636    2.717674422   -3.059615011   -8.365955499 
 -0.4677021346    2.717674422   -3.059615011   -3.217270502 
  0.4677021346    2.717674422   -3.059615011    5.586021341 
   1.361550636    2.717674422   -3.059615011    10.73470634 
   2.134426306    2.717674422   -3.059615011    9.437491904 
   2.717674422    2.717674422   -3.059615011    5.200357954 
   3.059615011    2.717674422   -3.059615011    1.983850673 
  -3.059615011    3.059615011   -3.059615011  -0.7525382019 
  -2.717674422    3.059615011   -3.059615011   -3.969045483 
  -2.134426306    3.059615011   -3.059615011   -8.206179433 
  -1.361550636    3.059615011   -3.059615011   -9.503393867 
 -0.4677021346    3.059615011   -3.059615011    -4.35470887 
  0.4677021346    3.059615011   -3.059615011    4.448582973 
   1.361550636    3.059615011   -3.059615011     9.59726797 
   2.134426306    3.059615011   -3.059615011    8.300053536 
   2.717674422    3.059615011   -3.059615011    4.062919587 
   3.059615011    3.059615011   -3.059615011   0.8464123051 
  -3.059615011   -3.059615011   -2.717674422  -0.4816309449 
  -2.717674422   -3.059615011   -2.717674422   -2.608204346 
  -2.134426306   -3.059615011   -2.717674422     -5.4095586 
  -1.361550636   -3.059615011   -2.717674422   -6.267203701 
 -0.4677021346   -3.059615011   -2.717674422    -2.86318325 
  0.4677021346   -3.059615011   -2.717674422    2.957057353 
   1.361550636   -3.059615011   -2.717674422    6.361077804 
   2.134426306   -3.059615011   -2.717674422    5.503432704 
   2.717674422   -3.059615011   -2.717674422     2.70207845 
   3.059615011   -3.059615011   -2.717674422    0.575505048 
  -3.059615011   -2.717674422   -2.717674422    0.655807423 
  -2.717674422   -2.717674422   -2.717674422   -1.470765979 
  -2.134426306   -2.717674422   -2.717674422   -4.272120233 
  -1.361550636   -2.717674422   -2.717674422   -5.129765333 
 -0.4677021346   -2.717674422   -2.717674422   -1.725744882 
  0.4677021346   -2.717674422   -2.717674422    4.094495721 
   1.361550636   -2.717674422   -2.717674422    7.498516172 
   2.134426306   -2.717674422   -2.717674422    6.640871071 
   2.717674422   -2.717674422   -2.717674422    3.839516817 
   3.059615011   -2.717674422   -2.717674422    1.712943416 
  -3.059615011   -2.134426306   -2.717674422    4.473409161 
  -2.717674422   -2.134426306   -2.717674422     2.34683576 
  -2.134426306   -2.134426306   -2.717674422  -0.4545184943 
  -1.361550636   -2.134426306   -2.717674422   -1.312163595 
 -0.4677021346   -2.134426306   -2.717674422    2.091856856 
  0.4677021346   -2.134426306   -2.717674422    7.912097459 
   1.361550636   -2.134426306   -2.717674422    11.31611791 
   2.134426306   -2.134426306   -2.717674422    10.45847281 
   2.717674422   -2.134426306   -2.717674422    7.657118556 
   3.059615011   -2.134426306   -2.717674422    5.530545154 
  -3.059615011   -1.361550636   -2.717674422      6.1693927 
  -2.717674422   -1.361550636   -2.717674422    4.042819298 
  -2.134426306   -1.361550636   -2.717674422    1.241465044 
  -1.361550636   -1.361550636   -2.717674422   0.3838199439 
 -0.4677021346   -1.361550636   -2.717674422    3.787840395 
  0.4677021346   -1.361550636   -2.717674422    9.608080998 
   1.361550636   -1.361550636   -2.717674422    13.01210145 
   2.134426306   -1.361550636   -2.717674422    12.15445635 
   2.717674422   -1.361550636   -2.717674422    9.353102095 
   3.059615011   -1.361550636   -2.717674422    7.226528693 
  -3.059615011  -0.4677021346   -2.717674422   0.8942061422 
  -2.717674422  -0.4677021346   -2.717674422   -1.232367259 
  -2.134426306  -0.4677021346   -2.717674422   -4.033721513 
  -1.361550636  -0.4677021346   -2.717674422   -4.891366614 
 -0.4677021346  -0.4677021346   -2.717674422   -1.487346163 
  0.4677021346  -0.4677021346   -2.717674422     4.33289444 
   1.361550636  -0.4677021346   -2.717674422    7.736914891 
   2.134426306  -0.4677021346   -2.717674422    6.879269791 
   2.717674422  -0.4677021346   -2.717674422    4.077915537 
   3.059615011  -0.4677021346   -2.717674422    1.951342135 
  -3.059615011   0.4677021346   -2.717674422   0.8942061422 
  -2.717674422   0.4677021346   -2.717674422   -1.232367259 
  -2.134426306   0.4677021346   -2.717674422   -4.033721513 
  -1.361550636   0.4677021346   -2.717674422   -4.891366614 
 -0.4677021346   0.4677021346   -2.717674422   -1.487346163 
  0.4677021346   0.4677021346   -2.717674422     4.33289444 
   1.361550636   0.4677021346   -2.717674422    7.736914891 
   2.134426306   0.4677021346   -2.717674422    6.879269791 
   2.717674422   0.4677021346   -2.717674422    4.077915537 
   3.059615011   0.4677021346   -2.717674422    1.951342135 
  -3.059615011    1.361550636   -2.717674422      6.1693927 
  -2.717674422    1.361550636   -2.717674422    4.042819298 
  -2.134426306    1.361550636   -2.717674422    1.241465044 
  -1.361550636    1.361550636   -2.717674422   0.3838199439 
 -0.4677021346    1.361550636   -2.717674422    3.787840395 
  0.4677021346    1.361550636   -2.717674422    9.608080998 
   1.361550636    1.361550636   -2.717674422    13.01210145 
   2.134426306    1.361550636   -2.717674422    12.15445635 
   2.717674422    1.361550636   -2.717674422    9.353102095 
   3.059615011    1.361550636   -2.717674422    7.226528693 
  -3.059615011    2.134426306   -2.717674422    4.473409161 
  -2.717674422    2.134426306   -2.717674422     2.34683576 
  -2.134426306    2.134426306   -2.717674422  -0.4545184943 
  -1.361550636    2.134426306   -2.717674422   -1.312163595 
 -0.4677021346    2.134426306   -2.717674422    2.091856856 
  0.4677021346    2.134426306   -2.717674422    7.912097459 
   1.361550636    2.134426306   -2.717674422    11.31611791 
   2.134426306    2.134426306   -2.717674422    10.45847281 
   2.717674422    2.134426306   -2.717674422    7.657118556 
   3.059615011    2.134426306   -2.717674422    5.530545154 
  -3.059615011    2.717674422   -2.717674422    0.655807423 
  -2.717674422    2.717674422   -2.717674422   -1.470765979 
  -2.134426306    2.717674422   -2.717674422   -4.272120233 
  -1.361550636    2.717674422   -2.717674422   -5.129765333 
 -0.4677021346    2.717674422   -2.717674422   -1.725744882 
  0.4677021346    2.717674422   -2.717674422    4.094495721 
   1.361550636    2.717674422   -2.717674422    7.498516172 
   2.134426306    2.717674422   -2.717674422    6.640871071 
   2.717674422    2.717674422   -2.717674422    3.839516817 
   3.059615011    2.717674422   -2.717674422    1.712943416 
  -3.059615011    3.059615011   -2.717674422  -0.4816309449 
  -2.717674422    3.059615011   -2.717674422   -2.608204346 
  -2.134426306    3.059615011   -2.717674422     -5.4095586 
  -1.361550636    3.059615011   -2.717674422   -6.267203701 
 -0.4677021346    3.059615011   -2.717674422    -2.86318325 
  0.4677021346    3.059615011   -2.717674422    2.957057353 
   1.361550636    3.059615011   -2.717674422    6.361077804 
   2.134426306    3.059615011   -2.717674422    5.503432704 
   2.717674422    3.059615011   -2.717674422     2.70207845 
   3.059615011    3.059615011   -2.717674422    0.575505048 
  -3.059615011   -3.059615011   -2.134426306  -0.2049036442 
  -2.717674422   -3.059615011   -2.134426306   -1.218127541 
  -2.134426306   -3.059615011   -2.134426306   -2.552856486 
  -1.361550636   -3.059615011   -2.134426306   -2.961488754 
 -0.4677021346   -3.059615011   -2.134426306   -1.339614398 
  0.4677021346   -3.059615011   -2.134426306    1.433488501 
   1.361550636   -3.059615011   -2.134426306    3.055362857 
   2.134426306   -3.059615011   -2.134426306    2.646730589 
   2.717674422   -3.059615011   -2.134426306    1.312001644 
   3.059615011   -3.059615011   -2.134426306   0.2987777474 
  -3.059615011   -2.717674422   -2.134426306   0.9325347237 
  -2.717674422   -2.717674422   -2.134426306 -0.08068917306 
  -2.134426306   -2.717674422   -2.134426306   -1.415418118 
  -1.361550636   -2.717674422   -2.134426306   -1.824050386 
 -0.4677021346   -2.717674422   -2.134426306  -0.2021760299 
  0.4677021346   -2.717674422   -2.134426306    2.570926869 
   1.361550636   -2.717674422   -2.134426306    4.192801225 
   2.134426306   -2.717674422   -2.134426306    3.784168957 
   2.717674422   -2.717674422   -2.134426306    2.449440012 
   3.059615011   -2.717674422   -2.134426306    1.436216115 
  -3.059615011   -2.134426306   -2.134426306    4.750136462 
  -2.717674422   -2.134426306   -2.134426306    3.736912565 
  -2.134426306   -2.134426306   -2.134426306     2.40218362 
  -1.361550636   -2.134426306   -2.134426306    1.993551353 
 -0.4677021346   -2.134426306   -2.134426306    3.615425708 
  0.4677021346   -2.134426306   -2.134426306    6.388528607 
   1.361550636   -2.134426306   -2.134426306    8.010402963 
   2.134426306   -2.134426306   -2.134426306    7.601770696 
   2.717674422   -2.134426306   -2.134426306     6.26704175 
   3.059615011   -2.134426306   -2.134426306    5.253817854 
  -3.059615011   -1.361550636   -2.134426306    6.446120001 
  -2.717674422   -1.361550636   -2.134426306    5.432896104 
  -2.134426306   -1.361550636   -2.134426306    4.098167159 
  -1.361550636   -1.361550636   -2.134426306    3.689534891 
 -0.4677021346   -1.361550636   -2.134426306    5.311409247 
  0.4677021346   -1.361550636   -2.134426306    8.084512146 
   1.361550636   -1.361550636   -2.134426306    9.706386502 
   2.134426306   -1.361550636   -2.134426306    9.297754234 
   2.717674422   -1.361550636   -2.134426306    7.963025289 
   3.059615011   -1.361550636   -2.134426306    6.949801392 
  -3.059615011  -0.4677021346   -2.134426306    1.170933443 
  -2.717674422  -0.4677021346   -2.134426306   0.1577095462 
  -2.134426306  -0.4677021346   -2.134426306   -1.177019399 
  -1.361550636  -0.4677021346   -2.134426306   -1.585651666 
 -0.4677021346  -0.4677021346   -2.134426306  0.03622268938 
  0.4677021346  -0.4677021346   -2.134426306    2.809325588 
   1.361550636  -0.4677021346   -2.134426306    4.431199944 
   2.134426306  -0.4677021346   -2.134426306    4.022567677 
   2.717674422  -0.4677021346   -2.134426306    2.687838731 
   3.059615011  -0.4677021346   -2.134426306    1.674614834 
  -3.059615011   0.4677021346   -2.134426306    1.170933443 
  -2.717674422   0.4677021346   -2.134426306   0.1577095462 
  -2.134426306   0.4677021346   -2.134426306   -1.177019399 
  -1.361550636   0.4677021346   -2.134426306   -1.585651666 
 -0.4677021346   0.4677021346   -2.134426306  0.03622268938 
  0.4677021346   0.4677021346   -2.134426306    2.809325588 
   1.361550636   0.4677021346   -2.134426306    4.431199944 
   2.134426306   0.4677021346   -2.134426306    4.022567677 
   2.717674422   0.4677021346   -2.134426306    2.687838731 
   3.059615011   0.4677021346   -2.134426306    1.674614834 
  -3.059615011    1.361550636   -2.134426306    6.446120001 
  -2.717674422    1.361550636   -2.134426306    5.432896104 
  -2.134426306    1.361550636   -2.134426306    4.098167159 
  -1.361550636    1.361550636   -2.134426306    3.689534891 
 -0.4677021346    1.361550636   -2.134426306    5.311409247 
  0.4677021346    1.361550636   -2.134426306    8.084512146 
   1.361550636    1.361550636   -2.134426306    9.706386502 
   2.134426306    1.361550636   -2.134426306    9.297754234 
   2.717674422    1.361550636   -2.134426306    7.963025289 
   3.059615011    1.361550636   -2.134426306    6.949801392 
  -3.059615011    2.134426306   -2.134426306    4.750136462 
  -2.717674422    2.134426306   -2.134426306    3.736912565 
  -2.134426306    2.134426306   -2.134426306     2.40218362 
  -1.361550636    2.134426306   -2.134426306    1.993551353 
 -0.4677021346    2.134426306   -2.134426306    3.615425708 
  0.4677021346    2.134426306   -2.134426306    6.388528607 
   1.361550636    2.134426306   -2.134426306    8.010402963 
   2.134426306    2.134426306   -2.134426306    7.601770696 
   2.717674422    2.134426306   -2.134426306     6.26704175 
   3.059615011    2.134426306   -2.134426306    5.253817854 
  -3.059615011    2.717674422   -2.134426306   0.9325347237 
  -2.717674422    2.717674422   -2.134426306 -0.08068917306 
  -2.134426306    2.717674422   -2.134426306   -1.415418118 
  -1.361550636    2.717674422   -2.134426306   -1.824050386 
 -0.4677021346    2.717674422   -2.134426306  -0.2021760299 
  0.4677021346    2.717674422   -2.134426306    2.570926869 
   1.361550636    2.717674422   -2.134426306    4.192801225 
   2.134426306    2.717674422   -2.134426306    3.784168957 
   2.717674422    2.717674422   -2.134426306    2.449440012 
   3.059615011    2.717674422   -2.134426306    1.436216115 
  -3.059615011    3.059615011   -2.134426306  -0.2049036442 
  -2.717674422    3.059615011   -2.134426306   -1.218127541 
  -2.134426306    3.059615011   -2.134426306   -2.552856486 
  -1.361550636    3.059615011   -2.134426306   -2.961488754 
 -0.4677021346    3.059615011   -2.134426306   -1.339614398 
  0.4677021346    3.059615011   -2.134426306    1.433488501 
   1.361550636    3.059615011   -2.134426306    3.055362857 
   2.134426306    3.059615011   -2.134426306    2.646730589 
   2.717674422    3.059615011   -2.134426306    1.312001644 
   3.059615011    3.059615011   -2.134426306   0.2987777474 
  -3.059615011   -3.059615011   -1.361550636 -0.06309009699 
  -2.717674422   -3.059615011   -1.361550636  -0.5057593641 
  -2.134426306   -3.059615011   -1.361550636   -1.088891568 
  -1.361550636   -3.059615011   -1.361550636   -1.267419677 
 -0.4677021346   -3.059615011   -1.361550636  -0.5588359823 
  0.4677021346   -3.059615011   -1.361550636   0.6527100854 
   1.361550636   -3.059615011   -1.361550636     1.36129378 
   2.134426306   -3.059615011   -1.361550636    1.182765671 
   2.717674422   -3.059615011   -1.361550636   0.5996334673 
   3.059615011   -3.059615011   -1.361550636   0.1569642002 
  -3.059615011   -2.717674422   -1.361550636    1.074348271 
  -2.717674422   -2.717674422   -1.361550636   0.6316790037 
  -2.134426306   -2.717674422   -1.361550636  0.04854679975 
  -1.361550636   -2.717674422   -1.361550636  -0.1299813093 
 -0.4677021346   -2.717674422   -1.361550636   0.5786023856 
  0.4677021346   -2.717674422   -1.361550636    1.790148453 
   1.361550636   -2.717674422   -1.361550636    2.498732148 
   2.134426306   -2.717674422   -1.361550636    2.320204039 
   2.717674422   -2.717674422   -1.361550636    1.737071835 
   3.059615011   -2.717674422   -1.361550636    1.294402568 
  -3.059615011   -2.134426306   -1.361550636    4.891950009 
  -2.717674422   -2.134426306   -1.361550636    4.449280742 
  -2.134426306   -2.134426306   -1.361550636    3.866148538 
  -1.361550636   -2.134426306   -1.361550636    3.687620429 
 -0.4677021346   -2.134426306   -1.361550636    4.396204124 
  0.4677021346   -2.134426306   -1.361550636    5.607750192 
   1.361550636   -2.134426306   -1.361550636    6.316333886 
   2.134426306   -2.134426306   -1.361550636    6.137805777 
   2.717674422   -2.134426306   -1.361550636    5.554673573 
   3.059615011   -2.134426306   -1.361550636    5.112004306 
  -3.059615011   -1.361550636   -1.361550636    6.587933548 
  -2.717674422   -1.361550636   -1.361550636    6.145264281 
  -2.134426306   -1.361550636   -1.361550636    5.562132077 
  -1.361550636   -1.361550636   -1.361550636    5.383603968 
 -0.4677021346   -1.361550636   -1.361550636    6.092187663 
  0.4677021346   -1.361550636   -1.361550636     7.30373373 
   1.361550636   -1.361550636   -1.361550636    8.012317425 
   2.134426306   -1.361550636   -1.361550636    7.833789316 
   2.717674422   -1.361550636   -1.361550636    7.250657112 
   3.059615011   -1.361550636   -1.361550636    6.807987845 
  -3.059615011  -0.4677021346   -1.361550636     1.31274699 
  -2.717674422  -0.4677021346   -1.361550636    0.870077723 
  -2.134426306  -0.4677021346   -1.361550636    0.286945519 
  -1.361550636  -0.4677021346   -1.361550636     0.10841741 
 -0.4677021346  -0.4677021346   -1.361550636   0.8170011048 
  0.4677021346  -0.4677021346   -1.361550636    2.028547173 
   1.361550636  -0.4677021346   -1.361550636    2.737130867 
   2.134426306  -0.4677021346   -1.361550636    2.558602758 
   2.717674422  -0.4677021346   -1.361550636    1.975470554 
   3.059615011  -0.4677021346   -1.361550636    1.532801287 
  -3.059615011   0.4677021346   -1.361550636     1.31274699 
  -2.717674422   0.4677021346   -1.361550636    0.870077723 
  -2.134426306   0.4677021346   -1.361550636    0.286945519 
  -1.361550636   0.4677021346   -1.361550636     0.10841741 
 -0.4677021346   0.4677021346   -1.361550636   0.8170011048 
  0.4677021346   0.4677021346   -1.361550636    2.028547173 
   1.361550636   0.4677021346   -1.361550636    2.737130867 
   2.134426306   0.4677021346   -1.361550636    2.558602758 
   2.717674422   0.4677021346   -1.361550636    1.975470554 
   3.059615011   0.4677021346   -1.361550636    1.532801287 
  -3.059615011    1.361550636   -1.361550636    6.587933548 
  -2.717674422    1.361550636   -1.361550636    6.145264281 
  -2.134426306    1.361550636   -1.361550636    5.562132077 
  -1.361550636    1.361550636   -1.361550636    5.383603968 
 -0.4677021346    1.361550636   -1.361550636    6.092187663 
  0.4677021346    1.361550636   -1.361550636     7.30373373 
   1.361550636    1.361550636   -1.361550636    8.012317425 
   2.134426306    1.361550636   -1.361550636    7.833789316 
   2.717674422    1.361550636   -1.361550636    7.250657112 
   3.059615011    1.361550636   -1.361550636    6.807987845 
  -3.059615011    2.134426306   -1.361550636    4.891950009 
  -2.717674422    2.134426306   -1.361550636    4.449280742 
  -2.134426306    2.134426306   -1.361550636    3.866148538 
  -1.361550636    2.134426306   -1.361550636    3.687620429 
 -0.4677021346    2.134426306   -1.361550636    4.396204124 
  0.4677021346    2.134426306   -1.361550636    5.607750192 
   1.361550636    2.134426306   -1.361550636    6.316333886 
   2.134426306    2.134426306   -1.361550636    6.137805777 
   2.717674422    2.134426306   -1.361550636    5.554673573 
   3.059615011    2.134426306   -1.361550636    5.112004306 
  -3.059615011    2.717674422   -1.361550636    1.074348271 
  -2.717674422    2.717674422   -1.361550636   0.6316790037 
  -2.134426306    2.717674422   -1.361550636  0.04854679975 
  -1.361550636    2.717674422   -1.361550636  -0.1299813093 
 -0.4677021346    2.717674422   -1.361550636   0.5786023856 
  0.4677021346    2.717674422   -1.361550636    1.790148453 
   1.361550636    2.717674422   -1.361550636    2.498732148 
   2.134426306    2.717674422   -1.361550636    2.320204039 
   2.717674422    2.717674422   -1.361550636    1.737071835 
   3.059615011    2.717674422   -1.361550636    1.294402568 
  -3.059615011    3.059615011   -1.361550636 -0.06309009699 
  -2.717674422    3.059615011   -1.361550636  -0.5057593641 
  -2.134426306    3.059615011   -1.361550636   -1.088891568 
  -1.361550636    3.059615011   -1.361550636   -1.267419677 
 -0.4677021346    3.059615011   -1.361550636  -0.5588359823 
  0.4677021346    3.059615011   -1.361550636   0.6527100854 
   1.361550636    3.059615011   -1.361550636     1.36129378 
   2.134426306    3.059615011   -1.361550636    1.182765671 
   2.717674422    3.059615011   -1.361550636   0.5996334673 
   3.059615011    3.059615011   -1.361550636   0.1569642002 
  -3.059615011   -3.059615011  -0.4677021346 -0.03534062212 
  -2.717674422   -3.059615011  -0.4677021346  -0.3663661735 
  -2.134426306   -3.059615011  -0.4677021346  -0.8024291073 
  -1.361550636   -3.059615011  -0.4677021346  -0.9359314083 
 -0.4677021346   -3.059615011  -0.4677021346  -0.4060565656 
  0.4677021346   -3.059615011  -0.4677021346   0.4999306688 
   1.361550636   -3.059615011  -0.4677021346    1.029805511 
   2.134426306   -3.059615011  -0.4677021346   0.8963032105 
   2.717674422   -3.059615011  -0.4677021346   0.4602402767 
   3.059615011   -3.059615011  -0.4677021346   0.1292147253 
  -3.059615011   -2.717674422  -0.4677021346    1.102097746 
  -2.717674422   -2.717674422  -0.4677021346   0.7710721944 
  -2.134426306   -2.717674422  -0.4677021346   0.3350092605 
  -1.361550636   -2.717674422  -0.4677021346   0.2015069596 
 -0.4677021346   -2.717674422  -0.4677021346   0.7313818022 
  0.4677021346   -2.717674422  -0.4677021346    1.637369037 
   1.361550636   -2.717674422  -0.4677021346    2.167243879 
   2.134426306   -2.717674422  -0.4677021346    2.033741578 
   2.717674422   -2.717674422  -0.4677021346    1.597678645 
   3.059615011   -2.717674422  -0.4677021346    1.266653093 
  -3.059615011   -2.134426306  -0.4677021346    4.919699484 
  -2.717674422   -2.134426306  -0.4677021346    4.588673933 
  -2.134426306   -2.134426306  -0.4677021346    4.152610999 
  -1.361550636   -2.134426306  -0.4677021346    4.019108698 
 -0.4677021346   -2.134426306  -0.4677021346    4.548983541 
  0.4677021346   -2.134426306  -0.4677021346    5.454970775 
   1.361550636   -2.134426306  -0.4677021346    5.984845618 
   2.134426306   -2.134426306  -0.4677021346    5.851343317 
   2.717674422   -2.134426306  -0.4677021346    5.415280383 
   3.059615011   -2.134426306  -0.4677021346    5.084254831 
  -3.059615011   -1.361550636  -0.4677021346    6.615683023 
  -2.717674422   -1.361550636  -0.4677021346    6.284657471 
  -2.134426306   -1.361550636  -0.4677021346    5.848594538 
  -1.361550636   -1.361550636  -0.4677021346    5.715092237 
 -0.4677021346   -1.361550636  -0.4677021346    6.244967079 
  0.4677021346   -1.361550636  -0.4677021346    7.150954314 
   1.361550636   -1.361550636  -0.4677021346    7.680829156 
   2.134426306   -1.361550636  -0.4677021346    7.547326855 
   2.717674422   -1.361550636  -0.4677021346    7.111263922 
   3.059615011   -1.361550636  -0.4677021346     6.78023837 
  -3.059615011  -0.4677021346  -0.4677021346    1.340496465 
  -2.717674422  -0.4677021346  -0.4677021346    1.009470914 
  -2.134426306  -0.4677021346  -0.4677021346   0.5734079798 
  -1.361550636  -0.4677021346  -0.4677021346   0.4399056788 
 -0.4677021346  -0.4677021346  -0.4677021346   0.9697805215 
  0.4677021346  -0.4677021346  -0.4677021346    1.875767756 
   1.361550636  -0.4677021346  -0.4677021346    2.405642599 
   2.134426306  -0.4677021346  -0.4677021346    2.272140298 
   2.717674422  -0.4677021346  -0.4677021346    1.836077364 
   3.059615011  -0.4677021346  -0.4677021346    1.505051812 
  -3.059615011   0.4677021346  -0.4677021346    1.340496465 
  -2.717674422   0.4677021346  -0.4677021346    1.009470914 
  -2.134426306   0.4677021346  -0.4677021346   0.5734079798 
  -1.361550636   0.4677021346  -0.4677021346   0.4399056788 
 -0.4677021346   0.4677021346  -0.4677021346   0.9697805215 
  0.4677021346   0.4677021346  -0.4677021346    1.875767756 
   1.361550636   0.4677021346  -0.4677021346    2.405642599 
   2.134426306   0.4677021346  -0.4677021346    2.272140298 
   2.717674422   0.4677021346  -0.4677021346    1.836077364 
   3.059615011   0.4677021346  -0.4677021346    1.505051812 
  -3.059615011    1.361550636  -0.4677021346    6.615683023 
  -2.717674422    1.361550636  -0.4677021346    6.284657471 
  -2.134426306    1.361550636  -0.4677021346    5.848594538 
  -1.361550636    1.361550636  -0.4677021346    5.715092237 
 -0.4677021346    1.361550636  -0.4677021346    6.244967079 
  0.4677021346    1.361550636  -0.4677021346    7.150954314 
   1.361550636    1.361550636  -0.4677021346    7.680829156 
   2.134426306    1.361550636  -0.4677021346    7.547326855 
   2.717674422    1.361550636  -0.4677021346    7.111263922 
   3.059615011    1.361550636  -0.4677021346     6.78023837 
  -3.059615011    2.134426306  -0.4677021346    4.919699484 
  -2.717674422    2.134426306  -0.4677021346    4.588673933 
  -2.134426306    2.134426306  -0.4677021346    4.152610999 
  -1.361550636    2.134426306  -0.4677021346    4.019108698 
 -0.4677021346    2.134426306  -0.4677021346    4.548983541 
  0.4677021346    2.134426306  -0.4677021346    5.454970775 
   1.361550636    2.134426306  -0.4677021346    5.984845618 
   2.134426306    2.134426306  -0.4677021346    5.851343317 
   2.717674422    2.134426306  -0.4677021346    5.415280383 
   3.059615011    2.134426306  -0.4677021346    5.084254831 
  -3.059615011    2.717674422  -0.4677021346    1.102097746 
  -2.717674422    2.717674422  -0.4677021346   0.7710721944 
